day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
6,2017,9,23,09/23/2017,62.6,62.6,1012.3,2.1,17.2,22,31.1,64.9,61,0.3,999.9,1,631
4,2017,9,7,09/07/2017,67.1,65.1,1011.4,7.9,13,22.9,36.9,75,64,2.88,999.9,1,790
2,2013,9,17,09/17/2013,56.1,43.1,1024.7,10,16.3,22.9,29.9,70,51.1,0.02,999.9,0,627
4,2016,9,15,09/15/2016,64.5,53.4,1022,10,14.4,22.9,29.9,73.9,53.1,0,999.9,0,757
1,2014,9,22,09/22/2014,67.9,61.5,1007,8.2,12.3,22.9,27,72,61,0.11,999.9,1,662
1,2015,9,14,09/14/2015,67.6,57.8,1013.1,10,14.5,24.1,31.1,70,63,0,999.9,0,579
7,2017,9,3,09/03/2017,60,56.6,1018.2,6.7,13.1,24.1,33,68,50,1.08,999.9,1,518
3,2015,9,30,09/30/2015,70.5,68.3,1012.7,4.1,15.5,26,33,75,63,0.34,999.9,0,634
3,2017,9,20,09/20/2017,66.1,66.1,1006.4,3.2,21.3,31.1,40,70,63,0.59,999.9,0,583
6,2019,9,7,09/07/2019,62.1,58.3,1003.1,7.4,20.3,33,44.1,68,54,99.99,999.9,0,489
1,2016,9,5,09/05/2016,64,59.8,1017.8,7,23.8,34,49,73,59,0,999.9,0,419
5,2017,9,22,09/22/2017,61.3,61.3,1008.1,2.8,27.5,35,47,66,59,3.17,999.9,0,614
4,2017,9,21,09/21/2017,63.9,63.8,1006.9,3.4,29.6,35.9,46,68,60.1,2.35,999.9,0,535
4,2015,9,3,09/03/2015,74.5,70,1011.5,7.5,6,999.9,999.9,81,69.1,0,999.9,0,665
3,2015,9,2,09/02/2015,66,62.6,1017.1,9.7,5.3,999.9,999.9,81,61,0,999.9,1,654
5,2012,10,26,10/26/2012,60.8,53.4,1022.6,10,1.5,7,999.9,64.9,39.2,0,999.9,0,598
6,2013,10,5,10/05/2013,61.3,57.7,1018,9.6,4.2,8,999.9,72,54,0.13,999.9,0,497
5,2016,10,7,10/07/2016,55.6,49.7,1025.3,6.9,2.7,8,999.9,70,44.1,0,999.9,1,754
2,2015,10,27,10/27/2015,46.7,36.2,1034.1,10,5.9,8.9,999.9,57,36,0,999.9,0,631
6,2017,10,14,10/14/2017,62.4,62,1026.6,6.7,5.5,8.9,999.9,66.9,52,0,999.9,0,567
5,2013,10,4,10/04/2013,62.8,57.5,1017.7,9.3,5.2,8.9,999.9,71.1,53.6,0.01,999.9,1,658
2,2013,10,22,10/22/2013,59.1,52.4,1012.5,10,6.1,8.9,999.9,66.9,39.9,0,999.9,0,540
4,2012,10,25,10/25/2012,58,51.3,1023.9,10,3,8.9,999.9,61,43,0,999.9,0,511
4,2013,10,3,10/03/2013,65.8,56.3,1016.4,10,6.5,8.9,999.9,75.9,59,0,999.9,0,590
1,2013,10,14,10/14/2013,51.5,44,1027,10,4.6,8.9,999.9,62.1,41,0,999.9,0,440
3,2016,10,12,10/12/2016,52.8,46.7,1028.3,10,5.2,8.9,999.9,63,42.1,0,999.9,0,498
4,2016,10,6,10/06/2016,57.3,50.9,1025.6,10,5.8,8.9,999.9,66,48.9,0,999.9,0,764
7,2017,10,22,10/22/2017,60.6,59.2,1028.8,10,6.9,8.9,999.9,66.9,46.9,0,999.9,0,528
2,2019,10,29,10/29/2019,55.1,49.4,1026.8,9.9,7.7,9.9,999.9,60.1,52,0,999.9,0,639
1,2014,10,13,10/13/2014,50.9,43.2,1027.7,10,4.2,9.9,999.9,62.1,39,0,999.9,0,451
7,2019,10,20,10/20/2019,49.3,44.1,1018.2,10,3.9,9.9,999.9,59,39,0,999.9,0,500
2,2014,10,28,10/28/2014,54.3,48,1017.5,9.9,6.1,9.9,999.9,64.9,39.9,0,999.9,0,571
3,2012,10,24,10/24/2012,57.1,53.5,1019.9,6.4,4.1,9.9,999.9,59,51.8,0.07,999.9,0,494
2,2014,10,14,10/14/2014,63.2,58.4,1025.4,10,8.2,9.9,999.9,66.9,59,0,999.9,0,697
4,2012,10,18,10/18/2012,56.8,46.7,1016.1,9.7,3.1,9.9,15.9,64.9,42.8,0,999.9,0,630
6,2018,10,6,10/06/2018,55.5,46.3,1023,10,6,9.9,999.9,66.9,46,0,999.9,0,544
6,2017,10,7,10/07/2017,63.8,63.5,1021.1,3.9,5.7,9.9,999.9,71.1,61,0,999.9,1,570
2,2012,10,2,10/02/2012,63.7,54.2,1015.5,7.3,2.4,9.9,999.9,70,60.1,0,999.9,0,593
6,2016,10,15,10/15/2016,50.5,38.8,1029.1,10,6.2,9.9,999.9,60.1,41,0,999.9,0,641
1,2016,10,3,10/03/2016,60.5,56.1,1016.2,9.9,4.4,9.9,999.9,66,57,0,999.9,0,490
5,2019,10,25,10/25/2019,55.9,51.1,1025.2,9.6,6,9.9,999.9,64,43,0,999.9,1,647
3,2012,10,3,10/03/2012,65.6,64.3,1016.6,1.5,3.5,9.9,999.9,73,62.6,0.45,999.9,1,502
3,2015,10,7,10/07/2015,57,50.5,1014.1,10,5.4,9.9,999.9,66,48.9,0,999.9,0,668
5,2012,10,5,10/05/2012,67.8,59.7,1016.7,8.4,3.3,9.9,999.9,78.1,60.8,0,999.9,0,693
7,2017,10,1,10/01/2017,55.5,46.8,1025.7,10,7.9,11.1,999.9,63,48,0.08,999.9,0,571
2,2018,10,2,10/02/2018,64.7,62.1,1022.8,9.5,6.6,11.1,999.9,71.1,52,0,999.9,0,613
6,2015,10,31,10/31/2015,48.9,37.4,1020.4,10,5.7,11.1,17.1,61,35.1,0,999.9,0,357
4,2013,10,17,10/17/2013,59.4,57.4,1011.5,7.9,6.1,11.1,999.9,63,55,0.01,999.9,0,574
6,2013,10,19,10/19/2013,57.3,45,1013.9,10,6.2,11.1,15.9,68,46.9,0,999.9,0,471
3,2012,10,17,10/17/2012,51.9,38,1014.3,10,1.3,11.1,999.9,60.1,44.1,0,999.9,0,615
1,2015,10,12,10/12/2015,60.2,55.1,1011.2,9.7,7.6,11.1,999.9,68,46,0,999.9,0,505
2,2018,10,9,10/09/2018,63.1,59,1027.5,10,8.6,11.1,999.9,70,57,0,999.9,0,628
2,2017,10,3,10/03/2017,54.1,47.5,1035.7,10,6,11.1,999.9,62.1,46,0,999.9,0,687
4,2016,10,13,10/13/2016,59.6,56.6,1020.1,9.9,7.3,11.1,999.9,66.9,42.1,0,999.9,0,757
3,2013,10,30,10/30/2013,46.8,38.6,1025.8,10,5.2,11.1,999.9,57.9,34,0,999.9,0,558
6,2014,10,4,10/04/2014,59.4,57.3,1007.1,6.8,5.7,11.1,22,64,57,0.02,999.9,1,531
4,2019,10,24,10/24/2019,55.5,45.3,1023.6,10,6.7,11.1,999.9,68,43,0.24,999.9,0,613
7,2016,10,2,10/02/2016,61.3,59.2,1017.8,4.4,9,12,999.9,64.9,59,1.22,999.9,1,486
3,2013,10,23,10/23/2013,52.5,44.6,1005.8,9.8,7.9,12,999.9,66.9,48,0,999.9,0,558
1,2017,10,23,10/23/2017,59.5,58.7,1026.8,6.5,7.2,12,999.9,68,52,0,999.9,1,669
2,2013,10,15,10/15/2013,53.9,47.3,1023.8,10,6.3,12,999.9,63,41,0.01,999.9,0,615
1,2019,10,14,10/14/2019,57.7,55.9,1015.7,7.1,6.5,12,999.9,66.9,48,0.25,999.9,1,400
6,2012,10,27,10/27/2012,61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,999.9,0,524
6,2017,10,21,10/21/2017,58.8,50.3,1024.1,10,7,12,999.9,68,46.9,0,999.9,0,583
3,2014,10,15,10/15/2014,64.9,62.1,1021,9.9,9.5,12,999.9,70,61,0.01,999.9,0,575
1,2018,10,1,10/01/2018,62,56.1,1026.4,10,5.4,12,999.9,70,51.1,0,999.9,0,583
2,2015,10,13,10/13/2015,64.4,61.2,1003.5,6.5,8.3,12,999.9,73.9,50,0.18,999.9,1,724
4,2013,10,31,10/31/2013,54.8,50.9,1021.4,9.1,6,12,999.9,62.1,34,0,999.9,0,615
6,2014,10,18,10/18/2014,62.7,58.8,1003.7,9,7.5,12,999.9,68,59,0.02,999.9,0,494
4,2018,10,4,10/04/2018,60,57.1,1017.6,9.6,5.7,13,999.9,69.1,55.9,0.04,999.9,0,717
3,2018,10,10,10/10/2018,66.2,64.9,1021.4,3.9,9.1,13,999.9,72,57.9,0,999.9,1,708
6,2018,10,13,10/13/2018,53.2,44.9,1008.5,10,7.9,13,21,68,48.9,2.37,999.9,0,577
7,2015,10,25,10/25/2015,57,51.7,1020.6,9.7,6.9,13,999.9,62.1,48.9,0,999.9,0,522
4,2012,10,4,10/04/2012,68.6,66.2,1019,2.9,2.2,13,999.9,73.4,62.6,0.01,999.9,1,554
7,2019,10,13,10/13/2019,57.6,53.3,1016.5,9.6,6,13,999.9,64.9,50,0.02,999.9,0,441
1,2014,10,6,10/06/2014,55.7,42.6,1018.6,10,6.9,13,999.9,64,45,0,999.9,0,639
3,2019,10,30,10/30/2019,57.8,54.9,1025.6,8.4,7.9,13,999.9,64,53.1,0,999.9,0,595
3,2017,10,11,10/11/2017,62.1,58.7,1019.7,10,6.9,13,999.9,77,55.9,0,999.9,0,628
7,2018,10,7,10/07/2018,64.4,59.6,1022.3,8,8.6,13,999.9,69.1,46,0,999.9,0,529
6,2017,10,28,10/28/2017,55.1,51.2,1019,10,6.7,13,999.9,63,42.1,0,999.9,0,615
5,2013,10,25,10/25/2013,48,30.2,1015.2,10,9.2,13,21,54,43,0,999.9,0,647
7,2018,10,14,10/14/2018,52.8,37.7,1020.7,10,8.9,13,18.1,57.9,46.9,0.04,999.9,0,516
7,2013,10,6,10/06/2013,59.1,54.8,1021.1,6.9,7.2,14,22,64.9,53.1,0,999.9,1,404
2,2012,10,23,10/23/2012,59,44.9,1018.7,9.7,2.2,14,999.9,64,53.1,0,999.9,0,522
3,2013,10,16,10/16/2013,57.5,55.4,1017.7,6.2,9.3,14,999.9,63,44.1,0.01,999.9,0,548
2,2019,10,1,10/01/2019,59.4,53.9,1020.6,10,8.4,14,999.9,66.9,48,0,999.9,0,454
7,2014,10,12,10/12/2014,53.3,43.7,1022.4,10,9.2,14,21,59,44.1,0.78,999.9,0,473
4,2015,10,15,10/15/2015,57.1,42,1012.2,10,10.4,14,999.9,68,52,0,999.9,0,683
7,2015,10,11,10/11/2015,56,46.7,1015.6,10,8.1,14,999.9,64,44.1,0,999.9,0,559
3,2018,10,31,10/31/2018,45.9,35.8,1019.1,10,6.8,14,20,54,32,0,999.9,0,646
2,2014,10,7,10/07/2014,63,57,1021.1,10,11.5,14,19,69.1,45,0,999.9,0,620
3,2014,10,29,10/29/2014,61.9,59,1013.1,8,9.8,14,999.9,66,57.9,0,999.9,0,556
6,2016,10,8,10/08/2016,58.7,55.5,1020.5,8.5,7.7,14,999.9,70,44.1,0,999.9,1,633
3,2012,10,31,10/31/2012,49.7,43.2,999.6,8.6,5.5,14,17.1,60.8,45,0.06,999.9,0,549
4,2017,10,19,10/19/2017,59.7,58.3,1023.8,10,9.3,14,999.9,66.9,48.9,0,999.9,0,766
2,2016,10,18,10/18/2016,63.8,61.6,1014.1,4.6,6.8,14,999.9,73.9,59,0,999.9,1,590
2,2013,10,29,10/29/2013,47.5,34.1,1027.6,10,6.8,15,20,57.9,36,0,999.9,0,600
2,2015,10,6,10/06/2015,59.4,51.7,1015.3,10,10.5,15,22.9,64.4,51.1,0,999.9,0,631
5,2017,10,6,10/06/2017,64.9,64.2,1018.2,7.4,7.6,15,999.9,70,61,0.18,999.9,1,649
6,2019,10,26,10/26/2019,55.2,50,1022.8,7.9,7.3,15,21,64,46,0,999.9,1,525
5,2014,10,31,10/31/2014,51.3,43.6,1014.8,10,7.9,15,21,61,42.1,0,999.9,0,668
2,2018,10,23,10/23/2018,51.5,43.7,1019.6,9.9,8,15,999.9,59,36,0.01,999.9,0,681
4,2016,10,27,10/27/2016,46.5,36.4,1029.3,9.8,8.2,15,22,52,39.9,0,999.9,0,831
1,2013,10,21,10/21/2013,54.4,41.1,1018.5,10,7.1,15,19,64,39.9,0,999.9,0,616
1,2017,10,2,10/02/2017,58,51.4,1026.8,10,9.3,15,999.9,66,48,0,999.9,0,739
6,2012,10,6,10/06/2012,66.1,57.9,1010.5,7,5.2,15,21,75,57,0.01,999.9,1,500
3,2015,10,21,10/21/2015,62.7,52.4,1024.6,9.9,8.7,15,999.9,70,52,0,999.9,0,720
1,2018,10,8,10/08/2018,60.7,55.7,1029.4,8.8,10.5,15,19,69.1,57.9,0,999.9,0,501
2,2013,10,1,10/01/2013,62.1,51.8,1012.9,10,8,15,999.9,70,53.1,0,999.9,0,616
2,2016,10,11,10/11/2016,54.3,42.2,1029,10,10.1,15,20,60.1,46.9,0.03,999.9,0,739
3,2016,10,19,10/19/2016,65.6,62.5,1013.9,6.4,11.2,15,999.9,71.1,59,0,999.9,0,676
6,2019,10,19,10/19/2019,50.5,39.4,1014.9,10,10.9,15,22,60.1,46,0,999.9,0,585
1,2013,10,7,10/07/2013,65.7,62.3,1017.4,8.5,11.9,15,20,73,53.1,0,999.9,0,618
4,2013,10,10,10/10/2013,58.4,52.6,1024.3,10,11.6,15,22,64.9,54,0,999.9,0,559
2,2019,10,15,10/15/2019,56.7,48.8,1018.2,10,8.9,15,21,66.9,48.9,0.25,999.9,0,549
2,2019,10,22,10/22/2019,56.3,52.8,1018.7,7.9,11.5,15,22,61,53.1,0.11,999.9,0,562
7,2017,10,8,10/08/2017,65.8,65.6,1017.4,9.2,12.8,15.9,999.9,71.1,61,0,999.9,0,521
1,2012,10,8,10/08/2012,49.9,42.9,1022.9,9,3.5,15.9,23.9,55.9,44.1,0.2,999.9,0,376
5,2015,10,16,10/16/2015,60.1,47.3,1013.5,9.8,11.7,15.9,32.1,66,52,0,999.9,0,676
2,2012,10,16,10/16/2012,55.8,42.5,1007.4,9.9,5.8,15.9,25.1,64,50,0.12,999.9,0,602
7,2019,10,6,10/06/2019,52,46.1,1029.5,10,7.2,15.9,999.9,64.9,37,0,999.9,0,435
4,2015,10,8,10/08/2015,59.8,51.9,1018.1,10,8.2,15.9,20,66,51.1,0,999.9,0,666
7,2013,10,13,10/13/2013,55.1,45.6,1027.8,10,11.4,15.9,22.9,64,48,0,999.9,0,502
4,2013,10,24,10/24/2013,48.4,34.5,1007.5,9.9,10.8,15.9,27,57,43,0.36,999.9,0,632
4,2014,10,30,10/30/2014,56.1,45,1012.9,9.4,8.9,15.9,22.9,66,51.1,0,999.9,0,626
3,2017,10,18,10/18/2017,56.7,49,1024.8,10,10.1,15.9,20,66.9,41,0,999.9,0,737
2,2018,10,30,10/30/2018,47.9,35.4,1013.2,10,9.8,15.9,26,60.1,45,0.1,999.9,0,721
7,2016,10,30,10/30/2016,61.1,52.4,1010.9,9.3,11,15.9,22.9,69.1,46.9,0,999.9,0,557
2,2014,10,21,10/21/2014,57.7,52.3,1015.5,9.3,10.5,15.9,21,60.8,53.1,0,999.9,0,607
3,2014,10,1,10/01/2014,62.4,60.6,1014.5,7.1,13.2,15.9,20,63,60.8,0.24,999.9,0,559
5,2014,10,10,10/10/2014,59,44,1017.8,10,8.9,15.9,17.1,66,48.9,0,999.9,0,541
3,2012,10,10,10/10/2012,58.2,53.8,1013.5,7.5,5.2,15.9,22.9,64.9,53.1,0.03,999.9,0,640
7,2013,10,20,10/20/2013,58.3,47.4,1010.3,10,9.4,15.9,21,62.1,46.9,0.05,999.9,0,490
1,2019,10,7,10/07/2019,66.9,61.7,1023.9,10,12.9,15.9,999.9,71.1,64.9,0,999.9,0,575
7,2012,10,7,10/07/2012,52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,999.9,0,481
5,2017,10,20,10/20/2017,62,54.1,1017,10,11.3,17.1,22,68,54,0,999.9,0,823
7,2014,10,5,10/05/2014,59.6,50.4,1006.5,9.6,11,17.1,25.1,64.9,51.1,0.08,999.9,0,505
5,2015,10,30,10/30/2015,57.4,41.6,1008.2,10,11.1,17.1,25.1,66,51.1,0.4,999.9,0,688
1,2014,10,27,10/27/2014,54.1,40.5,1010,10,12,17.1,24.1,61,48.9,0,999.9,0,642
5,2014,10,17,10/17/2014,63.2,59.7,1006.5,7.9,9.7,17.1,19,70,60.1,1.04,999.9,0,648
5,2017,10,13,10/13/2017,56.4,49.4,1030.6,10,10.9,17.1,22,63,51.1,0.01,999.9,0,658
4,2014,10,16,10/16/2014,65,63.4,1013.5,6.6,12,17.1,27,68,62.6,0.05,999.9,0,602
5,2015,10,9,10/09/2015,58.9,52.7,1016.3,9.8,10.9,17.1,22,68,48,0,999.9,0,764
3,2019,10,23,10/23/2019,61.4,57.7,1011.4,6.6,11.3,17.1,24.1,68,53.1,0.04,999.9,1,669
3,2013,10,2,10/02/2013,64.8,58.1,1012.1,9.3,8.7,17.1,19,73.9,53.1,0.01,999.9,1,647
6,2014,10,11,10/11/2014,52.9,48.1,1019,8.1,8.1,17.1,20,62.1,50,0.15,999.9,0,546
1,2016,10,17,10/17/2016,64.5,59,1013.4,8.4,10,17.1,999.9,72,60.1,0,999.9,0,585
6,2015,10,24,10/24/2015,51.5,38.3,1027.1,10,9.4,17.1,26,63,48,0,999.9,0,519
3,2015,10,14,10/14/2015,63.8,57.7,1004.5,9,11.2,17.1,999.9,73.9,60.1,0.03,999.9,0,658
3,2019,10,2,10/02/2019,67.6,64,1009.7,8.9,13.4,17.1,25.1,78.1,53.1,0,999.9,0,688
3,2016,10,5,10/05/2016,58.7,53.2,1026.1,10,12.9,17.1,20,62.1,55.4,0,999.9,0,695
1,2018,10,15,10/15/2018,57.1,51.9,1021.9,9.1,9.8,18.1,22.9,64.9,43,0,999.9,0,692
5,2017,10,27,10/27/2017,54.1,43.5,1015.5,10,12.1,18.1,25.1,64,48.9,0.26,999.9,0,759
6,2015,10,17,10/17/2015,52.7,39.6,1015.4,10,8.2,18.1,22.9,66,41,0.07,999.9,0,565
1,2018,10,22,10/22/2018,43.3,24.9,1021,10,11.7,18.1,28,52,36,0.36,999.9,0,650
5,2016,10,21,10/21/2016,64.6,62.1,1010.7,6,12.9,18.1,24.1,70,52,0.01,999.9,1,851
4,2019,10,31,10/31/2019,62.5,60.2,1017.7,5.4,13.1,18.1,24.1,64.9,53.1,0.7,999.9,0,616
4,2015,10,22,10/22/2015,60.5,55.7,1022.9,8.8,9.7,18.1,24.1,70,52,0,999.9,1,666
5,2014,10,3,10/03/2014,58.5,54,1016.5,9.2,13.1,18.1,24.1,61,57,0.01,999.9,0,719
3,2019,10,16,10/16/2019,51.5,46,1015.6,9.9,9.3,18.1,27,60.1,39,0,999.9,0,658
1,2017,10,9,10/09/2017,66.3,66.2,1016.5,6.2,10.5,18.1,24.1,71.1,64,0.02,999.9,0,546
2,2019,10,8,10/08/2019,61.3,58,1022.2,9.3,12.1,18.1,22.9,73,57.9,0.18,999.9,0,523
5,2012,10,19,10/19/2012,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,999.9,1,738
7,2014,10,26,10/26/2014,57.6,45.4,999.7,10,13.1,18.1,28.9,62.1,45,0.04,999.9,0,515
4,2014,10,23,10/23/2014,59.5,57,1000.4,8.7,10.7,18.1,25.1,64,51.1,0.1,999.9,0,639
2,2017,10,24,10/24/2017,64.3,63.4,1018.6,8.7,14.7,18.1,999.9,69.1,53.1,0,999.9,0,685
5,2018,10,26,10/26/2018,39.8,25.4,1018.6,10,8.7,18.1,25.1,50,33.1,0,999.9,0,747
2,2013,10,8,10/08/2013,61.5,51.6,1019.7,8.7,12.2,18.1,24.1,73,52,0.47,999.9,0,574
7,2012,10,21,10/21/2012,56.5,39,1012.9,10,5,18.1,23.9,64,48.9,0,999.9,0,426
4,2019,10,3,10/03/2019,55.3,47.3,1019.7,10,12.5,18.1,24.1,61,53.1,0.09,999.9,0,690
1,2014,10,20,10/20/2014,49,32.4,1016.2,10,11.8,18.1,27,59,41,0,999.9,0,591
6,2012,10,20,10/20/2012,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,999.9,1,587
2,2012,10,9,10/09/2012,53.8,48.5,1022.3,8.5,5.6,18.1,26,57.2,50,0.46,999.9,0,570
1,2016,10,31,10/31/2016,48.3,41.9,1018.8,8.2,12.5,19,26,52,42.1,0.49,999.9,0,655
5,2013,10,11,10/11/2013,60.6,56.6,1018.4,10,13.3,19,26,64.9,55,0,999.9,0,621
7,2018,10,28,10/28/2018,56.8,52.7,1007.4,6.9,13.4,19,27,61,44.1,0.99,999.9,0,556
4,2016,10,20,10/20/2016,60.4,54.3,1021.3,9.1,10.5,19,24.1,71.1,52,0,999.9,1,662
5,2012,10,12,10/12/2012,51.2,35.9,1021.1,10,5.3,19,25.1,62.6,48,0,999.9,0,594
1,2015,10,19,10/19/2015,42.8,24.8,1027.3,10,12.6,19,25.1,48,39.9,0,999.9,0,667
3,2017,10,4,10/04/2017,59.3,56.1,1029.6,10,12.4,19,999.9,66,46,0,999.9,0,711
3,2018,10,3,10/03/2018,64.4,62.3,1017,7.7,9.4,19,999.9,71.1,59,0.71,999.9,0,778
7,2015,10,18,10/18/2015,46.1,28,1020.6,10,13.7,19,25.1,60.1,41,0,999.9,0,551
7,2016,10,16,10/16/2016,55.2,47.6,1023.1,10,9.3,19,999.9,66,39.9,0,999.9,0,503
6,2016,10,1,10/01/2016,62,60.2,1021.1,1.7,14,19,28,64.9,59,1.63,999.9,1,581
6,2014,10,25,10/25/2014,54.7,45.9,1006,10,10.7,19,22.9,62.1,45,0,999.9,0,515
3,2016,10,26,10/26/2016,44.7,28.1,1025.3,10,14.9,19,27,53.1,41,0,999.9,0,706
2,2016,10,25,10/25/2016,49.1,29.5,1017.6,10,14.1,19,28,61,45,0,999.9,0,566
1,2019,10,21,10/21/2019,55.2,52,1016.7,9.5,13.5,20,28,60.1,39,0.2,999.9,0,559
7,2014,10,19,10/19/2014,56,45.2,1005.8,10,10.7,20,24.1,68,51.1,0.01,999.9,0,483
4,2018,10,11,10/11/2018,67.2,65.9,1009.6,4.1,8.9,20,25.1,72,64,0,999.9,1,741
1,2012,10,15,10/15/2012,65.3,57.8,1009.5,9.4,4.5,20,26,71.1,61,0,999.9,0,607
7,2017,10,29,10/29/2017,60.4,59.4,1012.4,9.6,12.3,20,25.1,64,42.1,0,999.9,0,613
4,2012,10,11,10/11/2012,53.4,35.3,1018.9,10,5.5,20,28.9,62.6,46.9,0.02,999.9,0,657
4,2018,10,25,10/25/2018,45.3,32.4,1015.5,10,14.2,20,28.9,53.1,42.1,0,999.9,0,763
1,2018,10,29,10/29/2018,54.9,48.9,1008.4,9.8,11.7,20,28,61,51.1,0,999.9,0,696
5,2013,10,18,10/18/2013,62.3,57,1008.3,8.8,11,20,25.1,68,57,0.01,999.9,0,680
7,2012,10,14,10/14/2012,58.7,45.9,1021.9,10,5,20,26,69.1,44.6,0,999.9,0,517
2,2016,10,4,10/04/2016,60.5,54.2,1023.5,9.7,12.4,20,27,66,55.9,0.01,999.9,0,523
1,2016,10,24,10/24/2016,57.5,41.6,1009.5,9.9,12.5,20,27,61,50,0.07,999.9,0,573
1,2015,10,5,10/05/2015,58.6,52.1,1020.4,10,17.1,20,28.9,64,53.1,0,999.9,0,597
1,2017,10,16,10/16/2017,62.3,58.2,1011.6,8.8,13.8,20,27,68,55,0,999.9,0,641
3,2018,10,24,10/24/2018,48.8,41.3,1012.4,10,13.2,20,29.9,59,44.1,0.03,999.9,0,719
1,2012,10,22,10/22/2012,57.8,40.1,1017.4,10,4.3,20,26,66,48.9,0,999.9,0,608
6,2012,10,13,10/13/2012,45.2,25.9,1030.8,10,3.1,20,27,52,37.9,0,999.9,0,547
7,2017,10,15,10/15/2017,63.3,63.3,1016.6,1.4,7.1,20,27,68,57,0.71,999.9,1,496
1,2013,10,28,10/28/2013,50.7,33,1020.4,10,10.3,21,27,57.9,36,0,999.9,0,620
5,2015,10,23,10/23/2015,56.2,43,1019.2,10,15.4,21,31.1,66.9,48.9,0.01,999.9,0,742
3,2014,10,22,10/22/2014,57,55.4,1010.3,6.1,12.8,21,28.9,60.8,51.8,0.23,999.9,0,708
4,2017,10,12,10/12/2017,57.1,49.2,1026.7,10,14.5,21,27,68,52,0.09,999.9,0,603
5,2014,10,24,10/24/2014,54.3,51.1,1003.1,7.6,15.7,21,29.9,64,51.1,0.16,999.9,0,669
2,2017,10,10,10/10/2017,68.8,65.6,1015,5.9,11,21,28.9,77,63,0.31,999.9,1,768
5,2019,10,18,10/18/2019,55,42.4,1002.8,10,14.9,21,39,64,51.1,0.21,999.9,0,634
4,2014,10,9,10/09/2014,60.8,45.9,1013.8,9.7,12.6,21,26,70,48.9,0.39,999.9,0,499
2,2017,10,17,10/17/2017,51.1,39,1022.8,10,12.1,21,26,66.9,41,0,999.9,0,736
4,2017,10,5,10/05/2017,63.7,62.6,1019.9,8.4,15.8,21,25.1,69.1,54,0,999.9,0,657
5,2016,10,14,10/14/2016,55.9,45.7,1022.4,10,14.2,21,27,66.9,48,0,999.9,0,767
5,2018,10,19,10/19/2018,49.2,33.4,1022.9,10,13.7,21,31.1,59,39.9,0,999.9,0,787
3,2013,10,9,10/09/2013,56.4,44.3,1027.9,10,11.6,22,26,64.9,51.1,0.03,999.9,0,529
7,2012,10,28,10/28/2012,57.7,50,1010.8,9.6,11.9,22,32.1,61,53.6,0,999.9,0,403
6,2013,10,12,10/12/2013,58.6,53.4,1021.7,10,13.2,22,31.1,64.9,54,0,999.9,0,556
4,2014,10,2,10/02/2014,59.9,56.3,1016.6,9.4,17.6,22,28.9,61,57.2,1.08,999.9,0,558
2,2012,10,30,10/30/2012,53.9,48.9,989,8.1,8.9,22,46,64.4,50,1.97,999.9,0,372
6,2015,10,10,10/10/2015,59.2,49.2,1016,9,13.1,22.9,32.1,68,46,0.56,999.9,0,649
3,2018,10,17,10/17/2018,55.6,40.7,1013.4,10,13.3,22.9,29.9,63,46.9,0.1,999.9,0,699
6,2019,10,5,10/05/2019,51.9,37.9,1027.7,10,12.2,22.9,32.1,63,42.1,0.04,999.9,0,557
1,2015,10,26,10/26/2015,52.3,39.8,1026,10,12.9,22.9,29.9,62.1,41,0,999.9,0,698
7,2015,10,4,10/04/2015,56.2,46.7,1026.5,10,19.2,22.9,33,60.1,53.1,0.04,999.9,0,536
3,2015,10,28,10/28/2015,53.8,46.9,1030.4,9.3,13.2,22.9,31.1,61,36,0,999.9,0,689
1,2012,10,1,10/01/2012,60.6,46.8,1011.2,10,4.7,23.9,33,70,53.1,0.46,999.9,0,555
4,2018,10,18,10/18/2018,45.6,23.6,1019.5,10,16.3,24.1,35.9,63,41,0,999.9,0,735
2,2017,10,31,10/31/2017,57.7,44.2,1014.3,10,18.1,24.1,29.9,73,53.1,0.04,999.9,0,696
4,2015,10,29,10/29/2015,63.2,60.9,1005.5,3.5,17.6,24.1,35.9,66,46.9,0.54,999.9,1,767
3,2017,10,25,10/25/2017,65.1,65,1009.4,4.9,17.1,24.1,35,69.1,60.1,0.06,999.9,0,648
4,2017,10,26,10/26/2017,60.1,59.6,1002.6,7.8,11.3,24.1,31.1,66.9,55,1.86,999.9,0,658
6,2018,10,20,10/20/2018,59.5,53.2,1008.6,9,16.1,24.1,33,61,57.2,0.01,999.9,0,629
5,2019,10,4,10/04/2019,57.4,51.3,1015.5,9.4,14.6,25.1,35,63,52,0.08,999.9,0,707
1,2019,10,28,10/28/2019,56,52.3,1016.4,8.3,17.1,25.1,36.9,64.4,53.1,1.67,999.9,1,607
5,2018,10,5,10/05/2018,62.2,57,1017.9,9.8,14.7,25.1,29.9,66.9,55.9,0,999.9,0,796
6,2013,10,26,10/26/2013,49,32.9,1020.1,10,13.7,25.1,34,57.9,32,0,999.9,0,626
