day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
5,2018,2,23,02/23/2018,37.5,32.5,1036.3,9.7,10.6,15,999.9,48.9,34,0.03,999.9,0,548
1,2016,2,22,02/22/2016,41.8,31.7,1017.1,10,9.2,15.9,22.9,54,32,0.07,999.9,0,615
5,2017,2,24,02/24/2017,47.5,44.3,1015,6.9,10,15.9,999.9,54,39.9,0,999.9,1,657
2,2016,2,23,02/23/2016,36.5,26.3,1028.2,10,9.9,15.9,22.9,45,28.9,0.04,999.9,0,623
4,2014,2,27,02/27/2014,24.7,11.2,1008.1,8.6,8.4,15.9,26,32,14,0,999.9,0,571
2,2015,2,17,02/17/2015,21.7,11.8,1014.9,6.5,7.7,15.9,22,28.9,17.1,0,999.9,0,620
6,2015,2,7,02/07/2015,27.4,16,1019.2,9.5,10.3,15.9,999.9,33.1,10.9,0,999.9,0,449
1,2016,2,1,02/01/2016,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,999.9,0,716
6,2015,2,21,02/21/2015,21.9,10.6,1031.6,10,8.5,15.9,999.9,37,3.9,0,999.9,0,517
4,2014,2,20,02/20/2014,39.6,32.2,1018.5,7.1,10.4,15.9,26,50,23,0.19,999.9,0,556
5,2015,2,27,02/27/2015,24.2,12.2,1023.7,10,9.3,15.9,999.9,30.9,19.9,0,999.9,0,703
2,2018,2,27,02/27/2018,40.3,29.3,1024.2,10,8.9,15.9,999.9,46.9,28,0,999.9,0,631
4,2013,2,14,02/14/2013,36.6,29.3,1010.5,8.4,8.9,15.9,21,43,28,0.11,999.9,0,631
2,2013,2,19,02/19/2013,36.7,25.4,1019,10,10.6,15.9,26,46,30,99.99,999.9,0,477
3,2020,2,5,02/05/2020,41,35.8,1012.6,8,8.4,15.9,22.9,48,32,0.06,999.9,1,432
7,2019,2,10,02/10/2019,28.7,9.5,1034.3,10,11.7,15.9,22,34,24.1,0,999.9,0,445
6,2017,2,25,02/25/2017,49.8,46.6,1010.5,6.5,10.1,15.9,999.9,57.9,44.1,0,999.9,1,573
6,2016,2,20,02/20/2016,42.8,36.4,1018.4,8.8,12.5,15.9,21,48.9,32,0.03,999.9,0,555
5,2019,2,8,02/08/2019,40.6,39.4,1012.4,3,9.8,15.9,22.9,45,36,0.02,999.9,1,661
3,2014,2,26,02/26/2014,25.8,12.6,1012.3,8.9,8,17.1,21,30.9,21,0,999.9,0,511
6,2020,2,15,02/15/2020,22.8,12.1,1033.9,10,9.3,17.1,21,39,19,0,999.9,0,439
4,2020,2,13,02/13/2020,41.3,38,1010.6,7,7.9,17.1,999.9,45,37,0.45,999.9,1,503
1,2013,2,25,02/25/2013,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,999.9,0,490
6,2017,2,18,02/18/2017,37,26.6,1008.7,9.8,10.4,17.1,999.9,46.9,24.1,0,999.9,0,570
4,2014,2,6,02/06/2014,30.4,24.5,1018.1,8.6,11.5,17.1,24.1,37,24.1,0.56,999.9,0,569
3,2018,2,28,02/28/2018,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,999.9,0,654
7,2017,2,19,02/19/2017,47.8,36.9,1005.4,9.5,13.9,17.1,24.1,57,41,0,999.9,0,438
7,2013,2,3,02/03/2013,30.7,24.5,1012,8.2,9.8,17.1,22.9,36,25,0.01,999.9,0,445
3,2016,2,17,02/17/2016,41.5,35.8,1011.9,6.2,12,17.1,22,50,35.1,1.02,999.9,1,525
1,2019,2,18,02/18/2019,32.8,30.3,1013.3,6.3,8,17.1,25.1,37.4,24.1,0.17,999.9,0,406
3,2020,2,19,02/19/2020,44,34,1018.1,7.7,12.1,17.1,25.1,48,28,0.03,999.9,1,477
6,2013,2,16,02/16/2013,39.2,35.8,1012.3,9.2,8.6,17.1,21,44.1,34,0,999.9,1,449
7,2017,2,5,02/05/2017,36.1,23.7,1018.7,9.5,11.5,17.1,22,44.1,24.1,0,999.9,0,429
3,2014,2,12,02/12/2014,23.7,10,1030.8,10,10.5,17.1,25.1,30,17.6,0,999.9,0,640
4,2020,2,20,02/20/2020,31.4,11.5,1028,10,10.9,17.1,24.1,46.9,28,0,999.9,0,448
3,2016,2,24,02/24/2016,46.9,43.7,1020,6,12.7,17.1,22.9,53.6,41,0.03,999.9,0,660
2,2018,2,13,02/13/2018,31.5,23,1039.1,10,9.7,18.1,22.9,34,28,0.14,999.9,0,613
4,2019,2,28,02/28/2019,26,18.6,1020,7.4,8,18.1,22,30.9,17.1,0.04,999.9,0,699
6,2017,2,11,02/11/2017,32,24.7,1017.1,8.4,10,18.1,22.9,41,16,0.01,999.9,0,511
5,2019,2,1,02/01/2019,17.6,-1.7,1027.8,9.8,10.9,18.1,24.1,21.9,8.1,0,999.9,0,651
1,2015,2,23,02/23/2015,29.4,19.6,1020.2,6,8.9,18.1,25.1,41,21,0.25,999.9,1,574
4,2018,2,1,02/01/2018,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,999.9,0,594
4,2016,2,18,02/18/2016,36,23.1,1023.3,10,12.5,18.1,25.1,44.1,32,0,999.9,0,592
1,2016,2,15,02/15/2016,18.6,7,1034.4,9.3,6,18.1,999.9,35.6,8.1,0,999.9,0,291
7,2018,2,11,02/11/2018,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,999.9,1,479
3,2018,2,21,02/21/2018,45.9,45.9,1026.2,0.2,13.3,18.1,999.9,48.9,44.1,0.02,999.9,1,601
2,2013,2,12,02/12/2013,41.4,36.6,1006.1,6.5,11.9,18.1,27,45,36,0.36,999.9,1,498
5,2018,2,16,02/16/2018,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,999.9,1,582
5,2016,2,19,02/19/2016,34.7,21.7,1031.3,10,10.7,18.1,24.1,39.9,32,0,999.9,0,532
4,2018,2,22,02/22/2018,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,999.9,1,550
1,2014,2,24,02/24/2014,37.5,25.8,1008.3,9.7,10.3,18.1,28.9,46.9,30.9,0.09,999.9,0,569
2,2018,2,20,02/20/2018,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,999.9,1,535
3,2020,2,12,02/12/2020,40.7,29.4,1015.6,9.9,11.4,18.1,28.9,48.9,37,0.73,999.9,0,438
5,2020,2,21,02/21/2020,27.7,13.6,1028.7,9.9,11.6,18.1,25.1,33.1,21.9,0,999.9,1,502
2,2019,2,12,02/12/2019,29.4,19.8,1028.5,8.2,11.2,18.1,24.1,35.1,24.1,0,999.9,1,687
5,2014,2,21,02/21/2014,42.2,40,1017.2,3.9,10.4,19,26,50,35.1,0.26,999.9,1,545
3,2017,2,8,02/08/2017,46.2,43.9,1004.2,2.8,10.1,19,26,50,42.1,0.13,999.9,1,673
6,2013,2,2,02/02/2013,27.6,10.4,1020.9,10,12.5,19,26,35.1,21.9,0,999.9,0,534
1,2017,2,6,02/06/2017,37.5,21,1014.7,10,14.4,19,28,44.1,30.9,0.02,999.9,0,567
3,2018,2,7,02/07/2018,36.4,32.6,1030.4,8.4,9.5,19,33,48.9,19.9,0,999.9,1,653
1,2017,2,27,02/27/2017,39.1,25.5,1026.8,10,13.2,19,28,48,30,0,999.9,0,540
5,2017,2,17,02/17/2017,31.8,17.3,1004,10,14,19,27,39,26.1,0,999.9,0,680
3,2017,2,15,02/15/2017,36.6,32.7,1002.8,7.5,8.7,19,25.1,44.1,21.9,0,999.9,0,603
1,2017,2,20,02/20/2017,41.9,29.5,1016.8,10,11.7,19,25.1,59,36,0,999.9,0,428
1,2014,2,17,02/17/2014,24.3,8.9,1019.8,9.3,13.1,19,28,32,19,0,999.9,0,491
1,2014,2,10,02/10/2014,28.9,18.8,1015.7,9,9,19,26,37,23,0,999.9,0,678
3,2015,2,25,02/25/2015,29.9,21.8,1009.4,7.9,12.4,20,27,33.8,23,0.02,999.9,0,628
6,2019,2,16,02/16/2019,41.1,32.4,1007.1,7.9,10.6,20,26,48.9,30,0.05,999.9,0,535
4,2017,2,16,02/16/2017,36.1,28.8,993.5,9.2,14.4,20,31.1,44.1,21.9,0.63,999.9,1,652
4,2017,2,2,02/02/2017,37.7,24.2,1016,10,9.9,20,27,45,30,0,999.9,0,586
3,2019,2,27,02/27/2019,21.6,-0.8,1027.6,10,10.9,20,32.1,33.1,17.1,0,999.9,0,529
1,2018,2,5,02/05/2018,42.5,38.1,1008.3,5.1,14.1,20,29.9,46.9,33.1,1.28,999.9,1,706
1,2015,2,9,02/09/2015,37.1,34.3,1014.1,6.3,14.9,20,28,37.9,30.9,0.04,999.9,0,547
2,2015,2,24,02/24/2015,14.3,0.2,1024.1,10,11.9,20,26,33.1,8.1,0,999.9,0,580
1,2013,2,4,02/04/2013,29,16.9,1008.3,8.8,15.5,20,28,30.9,26.6,0,999.9,0,553
6,2017,2,4,02/04/2017,28.4,10.8,1021.4,10,14.1,20,25.1,33.1,24.1,0,999.9,0,541
6,2016,2,27,02/27/2016,30.7,11.4,1016.4,10,11.6,21,27,42.1,25,0,999.9,0,388
6,2015,2,14,02/14/2015,20.6,8.9,1016.8,8.6,8.4,21,999.9,33.1,8.1,0,999.9,1,436
7,2017,2,12,02/12/2017,35.6,32.1,1015.8,7.9,15.2,21,29.9,41,23,0.3,999.9,0,439
2,2016,2,9,02/09/2016,33.1,27.8,1003.6,8.1,11.5,21,28,42.1,30.9,0.06,999.9,0,571
4,2013,2,21,02/21/2013,30.6,14.1,1009.7,10,17.3,21,29.9,36,28,0.03,999.9,0,498
7,2016,2,28,02/28/2016,42.8,31.7,1013.4,10,16.6,21,27,48.9,25,0,999.9,0,509
1,2013,2,11,02/11/2013,36.4,32,1022.1,7.6,9.8,21,28.9,48,24.1,0,999.9,0,475
5,2013,2,22,02/22/2013,35.4,25.4,1022.3,9.8,14.2,21,28.9,39.9,30.9,0,999.9,1,531
7,2019,2,3,02/03/2019,35.4,28,1019.9,8.1,10.4,21,31.1,37,28.9,0,999.9,0,492
3,2017,2,1,02/01/2017,38.7,31.3,1011.6,9.7,10.5,21,27,45,21.9,0,999.9,0,574
4,2016,2,11,02/11/2016,31.5,21.3,1005.7,9.5,11.2,21,31.1,37.9,23,0.01,999.9,0,622
1,2016,2,29,02/29/2016,47.8,40.9,1006.4,7.2,17,21,27,54,39.9,0,999.9,0,616
4,2019,2,7,02/07/2019,39.1,37.9,1019.5,4.5,11.8,21,26,43,33.1,0.33,999.9,0,588
3,2016,2,3,02/03/2016,42.6,37.8,1025.6,9.5,11.9,21,999.9,51.1,30.9,0,999.9,0,579
2,2014,2,25,02/25/2014,27,8.7,1014.2,10,15.5,21,31.1,42.1,21.9,0.04,999.9,0,513
3,2014,2,19,02/19/2014,35,29.4,1015.6,8.9,12.3,21,31.1,44.6,25,0.11,999.9,0,552
4,2016,2,4,02/04/2016,51.6,49.4,1015.2,3.1,13,21,28,54,35.1,0.75,999.9,1,609
6,2018,2,24,02/24/2018,42.3,41.5,1020.5,5,11.4,21,27,48.9,35.1,0.09,999.9,1,540
7,2018,2,18,02/18/2018,39.4,34.8,1021,8.3,12.4,21,29.9,45,33.1,0.55,999.9,0,472
7,2015,2,22,02/22/2015,36,34,1021.6,2.6,7.7,22,28,41,33.1,0.82,999.9,1,519
7,2018,2,4,02/04/2018,37.8,34.1,1026.4,9.1,13.4,22,28,46,30,0,999.9,0,540
4,2019,2,14,02/14/2019,35.5,19.5,1012.2,10,15.9,22,33,46.9,32,0.03,999.9,0,664
5,2018,2,2,02/02/2018,34.2,30.8,1011.1,6.4,11.9,22,28,44.1,23,0.07,999.9,0,617
4,2018,2,8,02/08/2018,34.6,28.2,1020.8,8.4,14.5,22,34,48.9,21.9,0.62,999.9,0,616
2,2017,2,7,02/07/2017,38.1,32.2,1017.1,8.4,9.2,22,29.9,46.9,25,0,999.9,0,626
6,2018,2,17,02/17/2018,35.9,24.8,1023.7,10,13.1,22,28.9,52,30,0.1,999.9,0,604
6,2014,2,22,02/22/2014,41.4,36.5,1015.1,7.1,11,22,28.9,51.8,33.8,0.44,999.9,1,587
7,2016,2,14,02/14/2016,5.8,-6.7,1024.1,8.5,16.3,22.9,36.9,27,-2,0,999.9,0,309
7,2018,2,25,02/25/2018,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,999.9,1,448
3,2014,2,5,02/05/2014,32.3,29.1,1018.9,6.3,9.2,22.9,31.1,37.4,24.1,0.1,999.9,0,468
7,2017,2,26,02/26/2017,43,31.2,1008.4,7.3,14.3,22.9,29.9,57.9,37.9,0,999.9,1,462
6,2018,2,3,02/03/2018,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,999.9,0,478
6,2019,2,9,02/09/2019,31.5,10.3,1024.7,10,16.4,22.9,33,45,25,0,999.9,0,540
4,2019,2,21,02/21/2019,36.8,32.9,1016.1,6.4,13.3,24.1,33,46,23,0.24,999.9,1,597
6,2016,2,13,02/13/2016,23.5,11.8,1011.5,7.4,12.2,24.1,29.9,27,12.9,0,999.9,0,480
5,2014,2,28,02/28/2014,20.3,0.3,1020.5,9.6,12.5,24.1,33,28,14,0,999.9,0,655
5,2015,2,20,02/20/2015,14.1,-0.8,1013.5,9.5,18.8,24.1,32.1,19,8.6,0.01,999.9,0,621
7,2013,2,24,02/24/2013,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,999.9,0,426
2,2019,2,19,02/19/2019,25.9,12.6,1028.5,10,15.1,24.1,29.9,37,19.9,0.11,999.9,0,527
5,2015,2,13,02/13/2015,21.8,11,1010.9,8.1,16.2,24.1,33,35.1,14,0.04,999.9,0,757
5,2016,2,12,02/12/2016,19.3,4.2,1019.2,10,14,24.1,35.9,36,15.1,0,999.9,0,628
5,2019,2,15,02/15/2019,39.8,36,1015,8.2,14.2,25.1,32.1,48.9,30,0,999.9,0,616
7,2015,2,1,02/01/2015,24.8,10.2,1018.4,10,16.8,25.1,32.1,32,17.1,0,999.9,0,361
6,2019,2,2,02/02/2019,23.5,10.5,1023.7,10,11.8,25.1,32.1,36,10.9,0,999.9,0,577
4,2020,2,6,02/06/2020,41.6,37.8,1010.3,5.3,12.9,25.1,29.9,48.9,35.1,0.24,999.9,1,544
4,2015,2,26,02/26/2015,28,19.6,1014.9,7.5,12,25.1,31.1,33.1,25,0,999.9,1,539
7,2013,2,10,02/10/2013,24.7,14.7,1024.4,8.9,16.4,25.1,36.9,34,21,0.06,999.9,0,400
5,2020,2,14,02/14/2020,33.8,24.6,1017.3,10,13.8,25.1,32.1,45,23,0.2,999.9,0,631
4,2014,2,13,02/13/2014,37,32,1022.3,6.3,13.4,25.1,36.9,48.9,18,0,999.9,1,447
4,2015,2,19,02/19/2015,27,19.7,1003.6,6.9,11,25.1,32.1,36,19.9,0,999.9,0,515
2,2019,2,26,02/26/2019,29.2,6.8,1019.3,10,20.2,26,42,42.1,26.1,0,999.9,0,670
1,2018,2,12,02/12/2018,45,44.2,1021.3,3.9,13.6,26,39,52,34,1.67,999.9,1,543
5,2015,2,6,02/06/2015,16.8,5,1018.5,9.8,15.8,26,38.1,39.9,10.9,0.01,999.9,0,652
2,2014,2,18,02/18/2014,28.2,18.5,1023.6,9,12.7,26,32.1,42.1,9,0,999.9,0,518
2,2016,2,16,02/16/2016,44.5,41.7,1018.9,4.8,18.5,26,38.1,50,36,0.02,999.9,1,615
1,2015,2,2,02/02/2015,33.1,27.4,1014.4,5.7,12.8,27,36.9,46,19.9,0,999.9,1,680
5,2013,2,1,02/01/2013,33.1,15.5,1007,10,18.2,27,38.1,39.9,30,0.23,999.9,0,574
6,2014,2,15,02/15/2014,35.2,28.8,1006.5,7.3,11.8,27,35.9,39,28,0.02,999.9,0,516
3,2019,2,13,02/13/2019,41.1,37,1003.4,4.4,17.9,27,34,46.9,24.1,0.3,999.9,1,639
3,2013,2,20,02/20/2013,38.7,28.9,1004.5,8.5,16.9,27,35.9,46.9,30.9,0.65,999.9,0,510
2,2015,2,10,02/10/2015,36.4,32.9,1013.9,7.4,21.1,27,34,37.9,35.1,0.07,999.9,0,571
6,2016,2,6,02/06/2016,32.3,23.3,1026.1,9.9,12.1,28,35,45,28,1.05,999.9,0,553
7,2019,2,24,02/24/2019,40.5,37.9,1018.9,5.7,14.1,28,34,46.9,30,0.01,999.9,1,401
1,2013,2,18,02/18/2013,24.6,7.6,1010.5,9.3,22,28,36.9,32,19,0,999.9,0,398
2,2017,2,14,02/14/2017,30.1,19.1,1009.9,10,15.1,28,40,33.1,26.6,0,999.9,0,688
4,2015,2,5,02/05/2015,34.1,28.9,1012.6,7.2,12.9,28.9,40,39.9,15.1,0,999.9,1,569
4,2016,2,25,02/25/2016,51,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45,0.18,999.9,1,663
3,2013,2,27,02/27/2013,44.1,41,1014.7,5.9,18,29.9,40,46.9,39,0.24,999.9,1,550
1,2015,2,16,02/16/2015,10.7,-4.6,1010.9,8.6,22.7,29.9,42.9,32,1.9,0,999.9,0,402
3,2015,2,11,02/11/2015,32.6,23.3,1014,9.9,23.9,29.9,40,37,30.9,0.01,999.9,0,610
5,2016,2,26,02/26/2016,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57,35.1,0.04,999.9,0,476
5,2016,2,5,02/05/2016,40.8,38.4,1012.4,3.5,17.9,31.1,44.1,54,32,1.44,999.9,1,607
1,2017,2,13,02/13/2017,35.9,30.3,996.6,6.5,19.7,31.1,42.9,44.6,28.9,0.13,999.9,1,642
1,2019,2,25,02/25/2019,38.7,25.2,999.2,8.4,24.3,31.1,42.9,46.9,33.1,0.63,999.9,0,700
6,2020,2,8,02/08/2020,34.2,19.7,1013.3,10,17.5,32.1,47,39,28.9,0.03,999.9,0,466
2,2015,2,3,02/03/2015,21,11.7,1016.9,9.3,17.6,33,42.9,46,14,0.86,999.9,0,740
7,2013,2,17,02/17/2013,30.9,25.6,998.1,4.2,23.6,34,49.9,39,23,0.01,999.9,1,447
5,2017,2,10,02/10/2017,21,9.1,1016.3,7.9,21.5,34,45.1,27,16,1.26,999.9,1,708
7,2014,2,16,02/16/2014,29.8,22.4,1004.2,7.5,20.2,34,45.1,39,25,0.63,999.9,1,464
5,2014,2,14,02/14/2014,40.2,35.7,989.5,5.7,20.1,35.9,47,50,30,1.41,999.9,1,792
5,2013,2,8,02/08/2013,34.3,28.5,1026,7.3,16.3,36.9,51.1,37.9,26.1,0,999.9,0,703
1,2016,2,8,02/08/2016,36.4,31.4,1009,3.8,25.8,38.1,49.9,44.1,32,0.15,999.9,1,501
4,2017,2,9,02/09/2017,38.1,33.3,1000.6,7,17.8,40,53,51.1,24.1,0.01,999.9,1,507
7,2015,2,15,02/15/2015,25.7,21,996.7,4.6,19.6,41,55.9,34,8.1,0.04,999.9,1,454
6,2013,2,9,02/09/2013,29.2,25.8,997.4,1.2,35.3,49,63.9,37.4,23,1.64,999.9,1,403
4,2020,3,12,03/12/2020,40.6,35.3,1022.1,9.1,7.5,13,999.9,51.1,30.9,0,999.9,0,455
7,2020,3,15,03/15/2020,42.6,26.1,1027.9,10,10.6,15,19,50,30.9,0,999.9,0,331
1,2020,3,16,03/16/2020,34,21.9,1035.1,10,8.4,15,19,46,27,0,999.9,0,378
1,2020,3,2,03/02/2020,36.3,24,1019.7,10,9.4,19,24.1,48,18,0,999.9,0,562
5,2020,3,20,03/20/2020,46.2,45,1016.7,3.3,9.8,19,22.9,52,42.1,0.6,999.9,1,304
2,2020,3,31,03/31/2020,39.4,32.1,1015,9.2,15.5,20,26,48.9,34,0.01,999.9,1,156
2,2020,3,3,03/03/2020,46.4,41.6,1009,8,11.6,20,28,50,44.1,0.02,999.9,1,550
1,2020,3,30,03/30/2020,44.7,42.2,1011.5,5.3,15.2,20,28,48.9,39.9,0.05,999.9,1,163
7,2020,3,8,03/08/2020,38.6,22.8,1026.4,10,13.4,20,27,46.9,28,0,999.9,0,408
5,2020,3,13,03/13/2020,46.4,43.3,1018.9,5.6,16.9,22,29.9,52,43,0,999.9,1,551
6,2020,3,21,03/21/2020,45.9,34.4,1019.7,8.5,14.6,22,26,54,34,0,999.9,0,236
3,2020,3,4,03/04/2020,46.7,39.6,1002.6,7.3,16.8,26,35.9,51.1,43,0.06,999.9,1,541
1,2020,3,23,03/23/2020,36,26.9,1034.5,9.4,13.4,26,32.1,44.1,26.1,0,999.9,1,224
5,2020,3,6,03/06/2020,40,32.5,1015,9.5,10.8,26,41,50,28.9,0,999.9,0,673
4,2020,3,19,03/19/2020,45,42.7,1027.8,5.3,13.4,27,38.1,50,36,0.14,999.9,1,335
2,2020,3,24,03/24/2020,43.3,39.7,1014.5,6.6,16,28,39,48,28.9,0.35,999.9,1,200
6,2020,3,7,03/07/2020,34.3,24.3,1013.4,6.5,27.8,41,52.1,48.9,28,0.01,999.9,1,515
5,2019,3,1,03/01/2019,26.7,18.2,1026.9,10,4,7,999.9,35.1,16,0,999.9,0,711
7,2016,3,6,03/06/2016,33.2,18.7,1024.3,10,3.1,8,999.9,41,23,0,999.9,0,500
7,2015,3,1,03/01/2015,23.1,14.2,1037.5,9.1,5.1,8.9,999.9,30.9,10,0,999.9,0,693
2,2014,3,25,03/25/2014,26.5,10.5,1019.8,10,4.1,8.9,999.9,35.1,15.1,0,999.9,0,474
3,2019,3,20,03/20/2019,36.9,27.1,1029.5,10,6.7,8.9,999.9,44.1,24.1,0,999.9,0,584
7,2016,3,27,03/27/2016,40,32.8,1028.8,9.8,5.4,9.9,999.9,46.9,37,0,999.9,0,459
5,2018,3,23,03/23/2018,37.5,31.9,1012.6,10,7,9.9,999.9,45,30,0.07,999.9,0,732
4,2018,3,29,03/29/2018,41.6,40.3,1017.6,8.1,6.5,9.9,999.9,48.9,35.1,0,999.9,0,613
6,2020,3,28,03/28/2020,42.3,33,1020.4,9.9,5.8,9.9,999.9,59,30,0,999.9,1,182
3,2015,3,25,03/25/2015,33.6,24.1,1028.8,9.9,6.7,11.1,999.9,44.1,24.1,0,999.9,0,538
2,2017,3,21,03/21/2017,39.9,26.4,1011.2,10,7.9,11.1,999.9,50,34,0,999.9,0,636
1,2013,3,11,03/11/2013,39.9,34.7,1026.1,10,6.5,11.1,999.9,45,36,0,999.9,0,522
4,2019,3,14,03/14/2019,39,33.6,1026.2,10,7.2,11.1,999.9,46,28,0,999.9,0,611
7,2013,3,3,03/03/2013,37.4,29.3,1002.6,10,7.1,11.1,999.9,39.9,36,0,999.9,0,502
3,2019,3,13,03/13/2019,34.5,22.8,1026,10,6.7,11.1,999.9,44.1,26.1,0,999.9,0,562
6,2014,3,1,03/01/2014,24.1,12.5,1029.1,10,5.2,11.1,999.9,35.1,12,0,999.9,0,497
3,2020,3,18,03/18/2020,43.9,34.2,1028.4,10,8.3,11.1,999.9,52,36,0.49,999.9,0,297
2,2015,3,24,03/24/2015,31.4,16.3,1024.7,10,6.7,11.1,999.9,37.9,21,0,999.9,0,601
2,2014,3,4,03/04/2014,24.8,12.2,1025.5,10,8.3,12,999.9,30,21,0,999.9,0,532
2,2014,3,11,03/11/2014,41.3,34.1,1002.9,8.3,9,12,18.1,48.9,32,0,999.9,0,510
6,2019,3,9,03/09/2019,35.1,22.7,1025.1,10,7.4,12,999.9,44.1,19.9,0,999.9,0,523
2,2017,3,28,03/28/2017,40.7,38.5,1015.5,5,8.7,12,17.1,48,37,0.01,999.9,1,592
2,2018,3,20,03/20/2018,32.5,17.5,1013.5,10,9.1,12,999.9,37,26.1,0,999.9,0,597
5,2015,3,20,03/20/2015,30.3,13.2,1027.2,9,6.3,13,15.9,35.1,21.9,0,999.9,0,570
6,2015,3,21,03/21/2015,34.2,31,1016.6,7,8.5,13,999.9,41,21.9,0.02,999.9,0,507
6,2017,3,18,03/18/2017,34.7,23.9,1024,10,7.5,13,19,43,21.9,0,999.9,0,504
6,2013,3,30,03/30/2013,44.5,35.1,1017.4,10,7,13,17.1,52,37.9,0.02,999.9,0,513
2,2016,3,8,03/08/2016,44.4,36.5,1019.8,8.8,8.5,13,999.9,51.1,26.1,0,999.9,0,632
2,2015,3,10,03/10/2015,36.5,30.3,1025.5,9.9,6,13,999.9,44.1,24.1,0,999.9,0,584
7,2013,3,31,03/31/2013,43,38.1,1019.2,10,7.1,13,999.9,48.9,33.1,0,999.9,0,426
6,2016,3,12,03/12/2016,41.2,35.4,1024,8.8,6.6,14,999.9,55,30.9,0.02,999.9,0,625
1,2015,3,30,03/30/2015,36.8,28.3,1014.8,9.8,11,14,20,44.1,27,0,999.9,0,556
5,2014,3,7,03/07/2014,29.4,20.9,1027.4,10,8.4,14,19,37.9,19,0,999.9,0,533
5,2013,3,29,03/29/2013,45.2,34.3,1016.4,10,8.9,14,20,54,39,0.02,999.9,0,520
7,2013,3,17,03/17/2013,34.8,21.5,1014.7,9.9,7.5,14,20,39.9,28,0,999.9,0,426
4,2019,3,28,03/28/2019,36.3,27.9,1031.6,10,9.1,14,999.9,45,26.1,0,999.9,0,644
6,2013,3,2,03/02/2013,38.2,29.1,1004,10,9.4,14,15,42.1,36,0,999.9,0,474
4,2018,3,1,03/01/2018,46.7,41,1011.2,10,8.5,14,999.9,60.1,39,0,999.9,0,619
3,2018,3,28,03/28/2018,40.4,32.9,1018.5,10,10.1,14,999.9,48,30.9,0,999.9,0,629
3,2016,3,9,03/09/2016,46.4,41.8,1020.9,8,9.4,14,999.9,55,37.9,0,999.9,0,660
6,2016,3,19,03/19/2016,40,21.4,1016,10,10,15,20,54,35.1,0,999.9,0,540
7,2014,3,2,03/02/2014,35.1,28.8,1018.5,9.1,6.8,15,21,39.9,30.9,0,999.9,0,344
2,2014,3,18,03/18/2014,27.7,14.7,1023.7,10,8.7,15,20,37,18,0,999.9,0,551
6,2018,3,24,03/24/2018,36.3,30.8,1015.4,10,6.8,15,999.9,46,26.1,0,999.9,0,550
7,2014,3,23,03/23/2014,38.9,25.3,1013.9,10,9.5,15,21,43,33.1,0,999.9,0,427
4,2016,3,17,03/17/2016,45.4,42.5,1008.2,5.9,8.5,15,999.9,48.9,42.8,0.01,999.9,0,612
1,2014,3,10,03/10/2014,33.5,24,1010.7,8.9,6.1,15,999.9,39.2,28,0,999.9,0,513
3,2014,3,19,03/19/2014,35,23.6,1025.6,10,9.7,15,20,42.1,28.9,0,999.9,0,525
7,2013,3,24,03/24/2013,39.1,23.3,1008.5,10,10.4,15,22,45,34,0,999.9,0,451
7,2014,3,9,03/09/2014,35.2,21.7,1011.2,10,8.9,15,22,37.9,30,0,999.9,0,404
1,2019,3,18,03/18/2019,34.5,15.3,1023.1,10,10.8,15,21,41,27,0,999.9,0,575
4,2016,3,24,03/24/2016,45.1,38.1,1020.2,9.6,11.3,15.9,24.1,54,42.1,0,999.9,0,635
5,2017,3,3,03/03/2017,33.2,8.8,1018.3,10,11.8,15.9,25.1,51.1,28,0,999.9,0,745
4,2016,3,10,03/10/2016,49.6,43.8,1014.8,7.6,10.9,15.9,999.9,62.1,41,0,999.9,0,629
2,2015,3,3,03/03/2015,27,10.3,1026.1,10,10.8,15.9,21,36,23,0.12,999.9,0,631
6,2019,3,30,03/30/2019,46.1,42.4,1020.5,9.4,7.7,15.9,999.9,54,36,0,999.9,0,516
5,2017,3,31,03/31/2017,37.6,30.7,1020.9,9.2,6.2,15.9,21,45,30.9,0,999.9,0,753
7,2018,3,11,03/11/2018,36.3,24.8,1014.2,10,11.4,15.9,22,43,30.9,0,999.9,0,465
6,2014,3,8,03/08/2014,40.3,33.2,1009,8.9,11,15.9,21,48,35.6,0,999.9,1,515
5,2019,3,29,03/29/2019,44.4,40.2,1022.1,10,11.7,15.9,999.9,51.1,28,0,999.9,0,563
